Timestamp,Details
2024-07-15 05:09:32,Elephant detected at 2024-07-15 05:09:32
2024-07-15 05:09:38,Elephant detected at 2024-07-15 05:09:38
2024-07-15 05:09:40,Elephant detected at 2024-07-15 05:09:40
2024-07-15 05:09:41,Elephant detected at 2024-07-15 05:09:41
2024-07-15 05:09:46,Elephant detected at 2024-07-15 05:09:46
2024-07-15 05:09:48,Elephant detected at 2024-07-15 05:09:48
2024-07-15 05:09:49,Elephant detected at 2024-07-15 05:09:49
2024-07-15 05:09:51,Elephant detected at 2024-07-15 05:09:51
2024-07-15 05:09:54,Elephant detected at 2024-07-15 05:09:54
2024-07-15 05:09:55,Elephant detected at 2024-07-15 05:09:55
2024-07-15 05:09:57,Elephant detected at 2024-07-15 05:09:57
2024-07-15 05:09:59,Elephant detected at 2024-07-15 05:09:59
2024-07-15 05:10:01,Elephant detected at 2024-07-15 05:10:01
2024-07-15 05:10:03,Elephant detected at 2024-07-15 05:10:03
2024-07-15 05:10:12,Elephant detected at 2024-07-15 05:10:12
2024-07-15 05:10:13,Elephant detected at 2024-07-15 05:10:13
2024-07-15 05:10:25,Elephant detected at 2024-07-15 05:10:25
2024-07-15 05:10:26,Elephant detected at 2024-07-15 05:10:26
2024-07-15 05:10:27,Elephant detected at 2024-07-15 05:10:27
2024-07-15 05:19:04,Elephant detected at 2024-07-15 05:19:04
2024-07-15 05:19:10,Elephant detected at 2024-07-15 05:19:10
2024-07-15 05:19:12,Elephant detected at 2024-07-15 05:19:12
2024-07-15 05:19:13,Elephant detected at 2024-07-15 05:19:13
2024-07-15 05:19:18,Elephant detected at 2024-07-15 05:19:18
2024-07-15 05:19:20,Elephant detected at 2024-07-15 05:19:20
2024-07-15 05:19:21,Elephant detected at 2024-07-15 05:19:21
2024-07-15 05:19:23,Elephant detected at 2024-07-15 05:19:23
2024-07-15 05:19:26,Elephant detected at 2024-07-15 05:19:26
2024-07-15 05:19:28,Elephant detected at 2024-07-15 05:19:28
2024-07-15 05:19:30,Elephant detected at 2024-07-15 05:19:30
2024-07-15 05:19:32,Elephant detected at 2024-07-15 05:19:32
2024-07-15 05:19:33,Elephant detected at 2024-07-15 05:19:33
2024-07-15 05:19:35,Elephant detected at 2024-07-15 05:19:35
2024-07-15 05:19:44,Elephant detected at 2024-07-15 05:19:44
2024-07-15 05:19:44,Elephant detected at 2024-07-15 05:19:44
2024-07-15 05:19:54,Elephant detected at 2024-07-15 05:19:54
2024-07-15 05:19:55,Elephant detected at 2024-07-15 05:19:55
2024-07-15 05:19:58,Elephant detected at 2024-07-15 05:19:58
2024-07-15 05:31:01,Elephant detected at 2024-07-15 05:31:01,-1.286389,36.817223
2024-07-15 05:31:07,Elephant detected at 2024-07-15 05:31:07,-1.286389,36.817223
2024-07-15 05:31:09,Elephant detected at 2024-07-15 05:31:09,-1.286389,36.817223
2024-07-15 05:31:10,Elephant detected at 2024-07-15 05:31:10,-1.286389,36.817223
2024-07-15 05:31:15,Elephant detected at 2024-07-15 05:31:15,-1.286389,36.817223
2024-07-15 05:31:18,Elephant detected at 2024-07-15 05:31:18,-1.286389,36.817223
2024-07-15 05:31:20,Elephant detected at 2024-07-15 05:31:20,-1.286389,36.817223
2024-07-15 05:31:21,Elephant detected at 2024-07-15 05:31:21,-1.286389,36.817223
2024-07-15 05:31:24,Elephant detected at 2024-07-15 05:31:24,-1.286389,36.817223
2024-07-15 05:31:26,Elephant detected at 2024-07-15 05:31:26,-1.286389,36.817223
2024-07-15 05:31:28,Elephant detected at 2024-07-15 05:31:28,-1.286389,36.817223
2024-07-15 05:31:30,Elephant detected at 2024-07-15 05:31:30,-1.286389,36.817223
2024-07-15 05:31:32,Elephant detected at 2024-07-15 05:31:32,-1.286389,36.817223
2024-07-15 05:31:34,Elephant detected at 2024-07-15 05:31:34,-1.286389,36.817223
2024-07-15 05:31:45,Elephant detected at 2024-07-15 05:31:45,-1.286389,36.817223
2024-07-15 05:31:46,Elephant detected at 2024-07-15 05:31:46,-1.286389,36.817223
2024-07-15 05:31:57,Elephant detected at 2024-07-15 05:31:57,-1.286389,36.817223
2024-07-15 05:31:59,Elephant detected at 2024-07-15 05:31:59,-1.286389,36.817223
2024-07-15 05:32:00,Elephant detected at 2024-07-15 05:32:00,-1.286389,36.817223
2024-07-15 05:39:23,Elephant detected at 2024-07-15 05:39:23,-1.286389,36.817223
2024-07-15 05:39:30,Elephant detected at 2024-07-15 05:39:30,-1.286389,36.817223
2024-07-15 05:39:33,Elephant detected at 2024-07-15 05:39:33,-1.286389,36.817223
2024-07-15 05:39:33,Elephant detected at 2024-07-15 05:39:33,-1.286389,36.817223
2024-07-15 05:39:39,Elephant detected at 2024-07-15 05:39:39,-1.286389,36.817223
2024-07-15 05:39:41,Elephant detected at 2024-07-15 05:39:41,-1.286389,36.817223
2024-07-15 05:39:42,Elephant detected at 2024-07-15 05:39:42,-1.286389,36.817223
2024-07-15 05:39:44,Elephant detected at 2024-07-15 05:39:44,-1.286389,36.817223
2024-07-15 05:39:48,Elephant detected at 2024-07-15 05:39:48,-1.286389,36.817223
2024-07-15 05:39:49,Elephant detected at 2024-07-15 05:39:49,-1.286389,36.817223
2024-07-15 05:39:51,Elephant detected at 2024-07-15 05:39:51,-1.286389,36.817223
2024-07-15 05:39:53,Elephant detected at 2024-07-15 05:39:53,-1.286389,36.817223
2024-07-15 05:39:55,Elephant detected at 2024-07-15 05:39:55,-1.286389,36.817223
2024-07-15 05:39:56,Elephant detected at 2024-07-15 05:39:56,-1.286389,36.817223
2024-07-15 05:40:04,Elephant detected at 2024-07-15 05:40:04,-1.286389,36.817223
2024-07-15 05:40:05,Elephant detected at 2024-07-15 05:40:05,-1.286389,36.817223
2024-07-15 05:40:16,Elephant detected at 2024-07-15 05:40:16,-1.286389,36.817223
2024-07-15 05:40:18,Elephant detected at 2024-07-15 05:40:18,-1.286389,36.817223
2024-07-15 05:40:19,Elephant detected at 2024-07-15 05:40:19,-1.286389,36.817223
2024-07-15 05:45:14,Elephant detected at 2024-07-15 05:45:14,-1.286389,36.817223
2024-07-15 05:45:20,Elephant detected at 2024-07-15 05:45:20,-1.286389,36.817223
2024-07-15 05:45:22,Elephant detected at 2024-07-15 05:45:22,-1.286389,36.817223
2024-07-15 05:45:23,Elephant detected at 2024-07-15 05:45:23,-1.286389,36.817223
2024-07-15 05:45:28,Elephant detected at 2024-07-15 05:45:28,-1.286389,36.817223
2024-07-15 05:45:30,Elephant detected at 2024-07-15 05:45:30,-1.286389,36.817223
2024-07-15 05:45:31,Elephant detected at 2024-07-15 05:45:31,-1.286389,36.817223
2024-07-15 05:45:33,Elephant detected at 2024-07-15 05:45:33,-1.286389,36.817223
2024-07-15 05:45:36,Elephant detected at 2024-07-15 05:45:36,-1.286389,36.817223
2024-07-15 05:45:37,Elephant detected at 2024-07-15 05:45:37,-1.286389,36.817223
2024-07-15 05:45:39,Elephant detected at 2024-07-15 05:45:39,-1.286389,36.817223
2024-07-15 05:45:41,Elephant detected at 2024-07-15 05:45:41,-1.286389,36.817223
2024-07-15 05:45:42,Elephant detected at 2024-07-15 05:45:42,-1.286389,36.817223
2024-07-15 05:45:44,Elephant detected at 2024-07-15 05:45:44,-1.286389,36.817223
2024-07-15 05:45:52,Elephant detected at 2024-07-15 05:45:52,-1.286389,36.817223
2024-07-15 05:45:53,Elephant detected at 2024-07-15 05:45:53,-1.286389,36.817223
2024-07-15 05:46:03,Elephant detected at 2024-07-15 05:46:03,-1.286389,36.817223
2024-07-15 05:46:04,Elephant detected at 2024-07-15 05:46:04,-1.286389,36.817223
2024-07-15 05:46:06,Elephant detected at 2024-07-15 05:46:06,-1.286389,36.817223
2024-07-15 05:53:16,Elephant detected at 2024-07-15 05:53:16,-1.286389,36.817223
2024-07-15 05:53:22,Elephant detected at 2024-07-15 05:53:22,-1.286389,36.817223
2024-07-15 05:53:24,Elephant detected at 2024-07-15 05:53:24,-1.286389,36.817223
2024-07-15 05:53:25,Elephant detected at 2024-07-15 05:53:25,-1.286389,36.817223
2024-07-15 05:53:30,Elephant detected at 2024-07-15 05:53:30,-1.286389,36.817223
2024-07-15 05:53:32,Elephant detected at 2024-07-15 05:53:32,-1.286389,36.817223
2024-07-15 05:53:33,Elephant detected at 2024-07-15 05:53:33,-1.286389,36.817223
2024-07-15 05:53:35,Elephant detected at 2024-07-15 05:53:35,-1.286389,36.817223
2024-07-15 05:53:38,Elephant detected at 2024-07-15 05:53:38,-1.286389,36.817223
2024-07-15 05:53:39,Elephant detected at 2024-07-15 05:53:39,-1.286389,36.817223
2024-07-15 05:53:41,Elephant detected at 2024-07-15 05:53:41,-1.286389,36.817223
2024-07-15 05:53:44,Elephant detected at 2024-07-15 05:53:44,-1.286389,36.817223
2024-07-15 05:53:45,Elephant detected at 2024-07-15 05:53:45,-1.286389,36.817223
2024-07-15 05:53:47,Elephant detected at 2024-07-15 05:53:47,-1.286389,36.817223
2024-07-15 05:53:56,Elephant detected at 2024-07-15 05:53:56,-1.286389,36.817223
2024-07-15 05:53:57,Elephant detected at 2024-07-15 05:53:57,-1.286389,36.817223
2024-07-15 05:54:08,Elephant detected at 2024-07-15 05:54:08,-1.286389,36.817223
2024-07-15 05:54:11,Elephant detected at 2024-07-15 05:54:11,-1.286389,36.817223
2024-07-15 05:54:13,Elephant detected at 2024-07-15 05:54:13,-1.286389,36.817223
2024-07-15 05:58:35,Elephant detected at 2024-07-15 05:58:35,-1.286389,36.817223
2024-07-15 05:58:42,Elephant detected at 2024-07-15 05:58:42,-1.286389,36.817223
2024-07-15 05:58:43,Elephant detected at 2024-07-15 05:58:43,-1.286389,36.817223
2024-07-15 05:58:44,Elephant detected at 2024-07-15 05:58:44,-1.286389,36.817223
2024-07-15 05:58:49,Elephant detected at 2024-07-15 05:58:49,-1.286389,36.817223
2024-07-15 05:58:51,Elephant detected at 2024-07-15 05:58:51,-1.286389,36.817223
2024-07-15 05:58:52,Elephant detected at 2024-07-15 05:58:52,-1.286389,36.817223
2024-07-15 05:58:54,Elephant detected at 2024-07-15 05:58:54,-1.286389,36.817223
2024-07-15 05:58:57,Elephant detected at 2024-07-15 05:58:57,-1.286389,36.817223
2024-07-15 05:58:58,Elephant detected at 2024-07-15 05:58:58,-1.286389,36.817223
2024-07-15 05:59:00,Elephant detected at 2024-07-15 05:59:00,-1.286389,36.817223
2024-07-15 05:59:02,Elephant detected at 2024-07-15 05:59:02,-1.286389,36.817223
2024-07-15 05:59:04,Elephant detected at 2024-07-15 05:59:04,-1.286389,36.817223
2024-07-15 05:59:05,Elephant detected at 2024-07-15 05:59:05,-1.286389,36.817223
2024-07-15 05:59:14,Elephant detected at 2024-07-15 05:59:14,-1.286389,36.817223
2024-07-15 05:59:15,Elephant detected at 2024-07-15 05:59:15,-1.286389,36.817223
2024-07-15 05:59:26,Elephant detected at 2024-07-15 05:59:26,-1.286389,36.817223
2024-07-15 05:59:27,Elephant detected at 2024-07-15 05:59:27,-1.286389,36.817223
2024-07-15 05:59:29,Elephant detected at 2024-07-15 05:59:29,-1.286389,36.817223
2024-07-15 06:04:50,Elephant detected at 2024-07-15 06:04:50,-1.286389,36.817223
2024-07-15 06:04:57,Elephant detected at 2024-07-15 06:04:57,-1.286389,36.817223
2024-07-15 06:04:58,Elephant detected at 2024-07-15 06:04:58,-1.286389,36.817223
